State and County,FIPS,Longitude,Latitude,Population(2010),Total Area mi²
SD Brule County,46015,-99.092941,43.72988,"5,255",846.476
SD Buffalo County,46017,-99.203998,44.044306,"1,912",487.740
SD Butte County,46019,-103.501762,44.896435,"10,110","2,266.397"
SD Campbell County,46021,-100.027951,45.782241,"1,466",770.837
SD Charles Mix County,46023,-98.595143,43.206185,"9,129","1,150.235"
SD Clark County,46025,-97.724912,44.855211,"3,691",967.499
SD Clay County,46027,-96.979795,42.912997,"13,864",417.235
SD Codington County,46029,-97.198843,44.966324,"27,227",717.164
SD Corson County,46031,-101.176017,45.69834,"4,050","2,529.649"
SD Custer County,46033,-103.46225,43.684943,"8,216","1,559.119"
SD Davison County,46035,-98.155868,43.680439,"19,504",436.919
SD Day County,46037,-97.593734,45.362283,"5,710","1,091.093"
SD Deuel County,46039,-96.690239,44.75629,"4,364",636.613
SD Dewey County,46041,-100.852218,45.150005,"5,301","2,445.283"
SD Douglas County,46043,-98.358433,43.391506,"3,002",433.668
SD Edmunds County,46045,-99.205362,45.41168,"4,071","1,151.067"
SD Fall River County,46047,-103.512102,43.221504,"7,094","1,749.147"
SD Faulk County,46049,-99.153564,45.065476,"2,364","1,005.960"
SD Grant County,46051,-96.772261,45.172637,"7,356",687.538
SD Gregory County,46053,-99.202158,43.179094,"4,271","1,053.529"
SD Haakon County,46055,-101.59179,44.284312,"1,937","1,826.925"
SD Hamlin County,46057,-97.178598,44.680619,"5,903",538.070
SD Hand County,46059,-99.004575,44.546713,"3,431","1,440.180"
SD Hanson County,46061,-97.796845,43.680612,"3,331",435.375
SD Harding County,46063,-103.473867,45.596612,"1,255","2,677.922"
SD Hughes County,46065,-99.985846,44.392258,"17,022",800.733
SD Hutchinson County,46067,-97.749383,43.33671,"7,343",814.421
SD Hyde County,46069,-99.492148,44.537301,"1,420",866.139
SD Jackson County,46071,-101.626455,43.677294,"3,031","1,871.288"
SD Jerauld County,46073,-98.623188,44.063416,"2,071",532.669
SD Jones County,46075,-100.686139,43.95199,"1,006",970.893
SD Kingsbury County,46077,-97.499313,44.362969,"5,148",863.763
SD Lake County,46079,-97.123223,44.02845,"11,200",575.162
SD Lawrence County,46081,-103.796528,44.353669,"24,097",800.311
SD Lincoln County,46083,-96.722286,43.27942,"44,828",577.749
SD Lyman County,46085,-99.841925,43.894812,"3,755","1,706.674"
SD Mccook County,46087,-97.362036,43.678924,"5,618",576.868
SD Mcpherson County,46089,-99.211421,45.784249,"2,459","1,151.536"
SD Marshall County,46091,-97.580884,45.737054,"4,656",886.224
SD Meade County,46093,-102.715864,44.606792,"25,434","3,482.849"
SD Mellette County,46095,-100.760598,43.58493,"2,048","1,310.866"
SD Miner County,46097,-97.60979,44.017327,"2,389",571.931
SD Minnehaha County,46099,-96.795726,43.667472,"169,468",813.863
SD Moody County,46101,-96.676054,44.012429,"6,486",520.807
SD Oglala Lakota [11] County,46102,-102.55948,43.341937,"13,586","2,096.649"
SD Pennington County,46103,-102.823802,44.002349,"100,948","2,784.262"
SD Perkins County,46105,-102.467995,45.483387,"2,982","2,889.991"
SD Potter County,46107,-99.949631,45.064276,"2,329",898.666
SD Roberts County,46109,-96.947551,45.623397,"10,149","1,135.770"
SD Sanborn County,46111,-98.092105,44.021032,"2,355",570.476
SD Spink County,46115,-98.339644,44.931034,"6,415","1,509.741"
SD Stanley County,46117,-100.749163,44.415547,"2,966","1,517.167"
SD Sully County,46119,-100.131399,44.722325,"1,373","1,070.286"
SD Todd [12] County,46121,-100.717204,43.208172,"9,612","1,390.816"
SD Tripp County,46123,-99.876219,43.349729,"5,644","1,617.571"
SD Turner County,46125,-97.150185,43.30867,"8,347",617.694
SD Union County,46127,-96.650829,42.831106,"14,399",467.129
SD Walworth County,46129,-100.027856,45.427605,"5,438",744.620
SD Yankton County,46135,-97.388339,43.006607,"22,438",532.218
SD Ziebach County,46137,-101.669225,44.981666,"2,801","1,970.620"
TN Anderson County,47001,-84.195418,36.116731,"75,129",344.796
TN Bedford County,47003,-86.458294,35.51366,"45,058",474.787
TN Benton County,47005,-88.071212,36.069253,"16,489",436.231
TN Bledsoe County,47007,-85.205979,35.593668,"12,876",406.749
TN Blount County,47009,-83.922973,35.688185,"123,010",566.547
TN Bradley County,47011,-84.859414,35.153914,"98,963",331.449
TN Campbell County,47013,-84.15925,36.401592,"40,716",498.146
TN Cannon County,47015,-86.062404,35.808394,"13,801",265.696
TN Carroll County,47017,-88.451659,35.967896,"28,522",600.080
TN Carter County,47019,-82.126593,36.284744,"57,424",347.634
TN Cheatham County,47021,-87.100816,36.25518,"39,105",307.056
TN Chester County,47023,-88.605505,35.416639,"17,131",285.958
TN Claiborne County,47025,-83.660724,36.501557,"32,213",441.575
TN Clay County,47027,-85.545718,36.545765,"7,861",259.343
TN Cocke County,47029,-83.119223,35.916198,"35,662",443.135
TN Coffee County,47031,-86.078219,35.488759,"52,796",434.554
TN Crockett County,47033,-89.135349,35.811312,"14,586",265.739
TN Cumberland County,47035,-84.994761,35.952398,"56,053",684.819
TN Davidson County,47037,-86.78479,36.169129,"626,681",525.944
TN Decatur County,47039,-88.107384,35.603422,"11,757",344.883
TN Dekalb County,47041,-85.833596,35.98222,"18,723",328.987
TN Dickson County,47043,-87.364155,36.145533,"49,666",491.320
TN Dyer County,47045,-89.398306,36.054196,"38,335",526.528
TN Fayette County,47047,-89.413803,35.196993,"38,413",706.239
TN Fentress County,47049,-84.932703,36.376079,"17,959",498.932
TN Franklin County,47051,-86.099203,35.155926,"41,052",575.735
TN Gibson County,47053,-88.933776,35.991694,"49,683",603.651
TN Giles County,47055,-87.035319,35.202723,"29,485",611.175
TN Grainger County,47057,-83.509493,36.277463,"22,657",302.459
TN Greene County,47059,-82.847746,36.178998,"68,831",624.117
TN Grundy County,47061,-85.722188,35.387273,"13,703",361.122
TN Hamblen County,47063,-83.266071,36.218397,"62,544",175.804
TN Hamilton County,47065,-85.202296,35.159186,"336,463",575.880
TN Hancock County,47067,-83.227453,36.52142,"6,819",223.492
TN Hardeman County,47069,-88.989037,35.218131,"27,253",670.381
TN Hardin County,47071,-88.185696,35.201893,"26,026",596.294
TN Hawkins County,47073,-82.931386,36.452206,"56,833",499.597
TN Haywood County,47075,-89.282536,35.58669,"18,787",534.061
TN Henderson County,47077,-88.387674,35.653995,"27,769",525.884
TN Henry County,47079,-88.300384,36.325398,"32,330",593.416
TN Hickman County,47081,-87.467114,35.802396,"24,690",612.628
TN Houston County,47083,-87.705605,36.285777,"8,426",206.974
TN Humphreys County,47085,-87.790625,36.04044,"18,538",556.702
TN Jackson County,47087,-85.674182,36.354242,"11,638",319.525
TN Jefferson County,47089,-83.440966,36.048479,"51,407",314.305
TN Johnson County,47091,-81.861237,36.453204,"18,244",302.723
TN Knox County,47093,-83.937721,35.992727,"432,226",525.866
TN Lake County,47095,-89.485537,36.333905,"7,832",193.893
TN Lauderdale County,47097,-89.627732,35.762951,"27,815",507.581
TN Lawrence County,47099,-87.396546,35.220476,"41,869",617.989
TN Lewis County,47101,-87.496983,35.523244,"12,161",282.487
TN Lincoln County,47103,-86.593388,35.142532,"33,361",570.720
TN Loudon County,47105,-84.316204,35.73745,"48,556",247.370
TN Mcminn County,47107,-84.619963,35.424471,"52,266",432.183
TN Mcnairy County,47109,-88.564671,35.175626,"26,075",563.612
TN Macon County,47111,-86.001231,36.537838,"22,248",307.239
TN Madison County,47113,-88.833424,35.606056,"98,294",558.626
TN Marion County,47115,-85.618399,35.133422,"28,237",512.253
TN Marshall County,47117,-86.765886,35.468387,"30,617",376.156
TN Maury County,47119,-87.077763,35.615696,"80,956",615.578
TN Meigs County,47121,-84.823888,35.503397,"11,753",216.749
TN Monroe County,47123,-84.249786,35.447666,"44,519",652.559
TN Montgomery County,47125,-87.380887,36.500354,"172,331",543.830
TN Moore County,47127,-86.358684,35.288889,"6,362",130.417
TN Morgan County,47129,-84.639262,36.138697,"21,987",522.493
TN Obion County,47131,-89.150175,36.358175,"31,807",555.506
TN Overton County,47133,-85.283076,36.34485,"22,083",434.834
TN Perry County,47135,-87.877027,35.659785,"7,915",422.872
TN Pickett County,47137,-85.075741,36.559364,"5,077",174.494
TN Polk County,47139,-84.541112,35.109437,"16,825",442.334
TN Putnam County,47141,-85.496928,36.140807,"72,321",402.564
TN Rhea County,47143,-84.949552,35.600587,"31,809",336.405
TN Roane County,47145,-84.523861,35.847472,"54,181",394.977
TN Robertson County,47147,-86.869377,36.52753,"66,283",476.461
TN Rutherford County,47149,-86.417213,35.843369,"262,604",624.053
TN Scott County,47151,-84.498386,36.437239,"22,228",533.229
TN Sequatchie County,47153,-85.410344,35.372335,"14,112",266.044
TN Sevier County,47155,-83.521955,35.791284,"89,889",597.718
TN Shelby County,47157,-89.895397,35.183794,"927,644",785.018
TN Smith County,47159,-85.942078,36.25565,"19,166",325.373
TN Stewart County,47161,-87.851548,36.511756,"13,324",493.011
TN Sullivan County,47163,-82.299397,36.510212,"156,823",429.707
TN Sumner County,47165,-86.458517,36.470015,"160,645",543.217
TN Tipton County,47167,-89.763708,35.500297,"61,081",473.314
TN Trousdale County,47169,-86.156691,36.39303,"7,870",116.643
TN Unicoi County,47171,-82.418245,36.100215,"18,313",186.493
TN Union County,47173,-83.836088,36.28414,"19,109",247.137
TN Van Buren County,47175,-85.458411,35.699245,"5,548",274.532
TN Warren County,47177,-85.777363,35.678282,"39,839",434.035
TN Washington County,47179,-82.495037,36.295665,"122,979",329.798
TN Wayne County,47181,-87.819703,35.242687,"17,021",735.653
TN Weakley County,47183,-88.720785,36.303523,"35,021",581.785
TN White County,47185,-85.455766,35.927062,"25,841",379.425
TN Williamson County,47187,-86.896958,35.894972,"183,182",583.768
TN Wilson County,47189,-86.29021,36.148476,"113,993",583.196
TX Anderson County,48001,-95.661744,31.841266,"58,458","1,078.001"
TX Andrews County,48003,-102.640206,32.312258,"14,786","1,501.083"
TX Angelina County,48005,-94.611056,31.251951,"86,771",864.706
TX Aransas County,48007,-96.977983,28.104225,"23,158",527.991
TX Archer County,48009,-98.687267,33.616305,"9,054",925.418
TX Armstrong County,48011,-101.356636,34.964179,"1,901",913.827
TX Atascosa County,48013,-98.528187,28.894296,"44,911","1,221.473"
TX Austin County,48015,-96.27017,29.891901,"28,417",656.383
TX Bailey County,48017,-102.830345,34.067521,"7,165",827.481
TX Bandera County,48019,-99.260682,29.755748,"20,485",797.636
TX Bastrop County,48021,-97.311859,30.103128,"74,171",895.546
TX Baylor County,48023,-99.197228,33.618172,"3,726",901.067
TX Bee County,48025,-97.742586,28.416077,"31,861",880.334
TX Bell County,48027,-97.481921,31.04211,"310,235","1,087.837"
TX Bexar County,48029,-98.520147,29.448671,"1,714,773","1,256.086"
TX Blanco County,48031,-98.399977,30.265605,"10,497",713.427
TX Borden County,48033,-101.433033,32.744062,641,906.052
TX Bosque County,48035,-97.637632,31.900764,"18,212","1,002.543"
TX Bowie County,48037,-94.422375,33.446051,"92,565",922.968
TX Brazoria County,48039,-95.434647,29.167818,"313,166","1,608.587"
TX Brazos County,48041,-96.302389,30.656725,"194,851",591.238
TX Brewster County,48043,-103.252458,29.808997,"9,232","6,192.252"
TX Briscoe County,48045,-101.205893,34.525173,"1,637",901.572
TX Brooks County,48047,-98.215276,27.034994,"7,223",943.650
TX Brown County,48049,-98.99847,31.764103,"38,106",956.954
TX Burleson County,48051,-96.622091,30.493487,"17,187",676.812
TX Burnet County,48053,-98.201195,30.789616,"42,750","1,021.262"
TX Caldwell County,48055,-97.631097,29.840422,"38,066",547.162
TX Calhoun County,48057,-96.5833,28.445366,"21,381","1,032.676"
TX Callahan County,48059,-99.372249,32.29315,"13,544",901.263
TX Cameron County,48061,-97.478958,26.102923,"406,220","1,276.457"
TX Camp County,48063,-94.979085,32.974581,"12,401",203.233
TX Carson County,48065,-101.355356,35.405496,"6,182",924.106
TX Cass County,48067,-94.357579,33.083698,"30,464",960.322
TX Castro County,48069,-102.258786,34.533621,"8,062",899.293
TX Chambers County,48071,-94.668875,29.703933,"35,096",871.183
TX Cherokee County,48073,-95.156504,31.843859,"50,845","1,062.192"
TX Childress County,48075,-100.208336,34.529337,"7,041",713.716
TX Clay County,48077,-98.212918,33.785904,"10,752","1,116.754"
TX Cochran County,48079,-102.830449,33.60844,"3,127",775.238
TX Coke County,48081,-100.635236,31.877105,"3,320",927.991
TX Coleman County,48083,-99.346622,31.914205,"8,895","1,281.433"
TX Collin County,48085,-96.578153,33.193885,"782,341",886.104
TX Collingsworth County,48087,-100.272135,34.963358,"3,057",919.321
TX Colorado County,48089,-96.508389,29.595908,"20,874",973.686
TX Comal County,48091,-98.255201,29.803019,"108,472",574.878
TX Comanche County,48093,-98.549617,31.951645,"13,974",947.684
TX Concho County,48095,-99.863648,31.318865,"4,087",993.693
TX Cooke County,48097,-97.210372,33.639169,"38,437",898.440
TX Coryell County,48099,-97.798022,31.391177,"75,388","1,056.756"
TX Cottle County,48101,-100.276442,34.091906,"1,505",901.615
TX Crane County,48103,-102.487774,31.422797,"4,375",785.724
TX Crockett County,48105,-101.404211,30.717532,"3,719","2,807.348"
TX Crosby County,48107,-101.29871,33.609144,"6,059",901.694
TX Culberson County,48109,-104.526945,31.445909,"2,398","3,813.013"
TX Dallam County,48111,-102.59402,36.28637,"6,703","1,505.260"
TX Dallas County,48113,-96.778424,32.766987,"2,368,139",908.614
TX Dawson County,48115,-101.947322,32.741934,"13,833",902.129
TX Deaf Smith County,48117,-102.607564,34.940766,"19,372","1,498.384"
TX Delta County,48119,-95.67335,33.385933,"5,231",277.932
TX Denton County,48121,-97.119046,33.205005,"662,614",952.977
TX Dewitt County,48123,-97.361656,29.082342,"20,097",910.489
TX Dickens County,48125,-100.786095,33.614666,"2,444",905.221
TX Dimmit County,48127,-99.765871,28.423587,"9,996","1,334.512"
TX Donley County,48129,-100.815846,34.955036,"3,677",933.046
TX Duval County,48131,-98.497393,27.681123,"11,782","1,795.596"
TX Eastland County,48133,-98.83656,32.324645,"18,583",931.915
TX Ector County,48135,-102.542507,31.865301,"137,130",901.779
TX Edwards County,48137,-100.307373,29.985877,"2,002","2,119.866"
TX Ellis County,48139,-96.798336,32.347279,"149,610",951.748
TX El Paso County,48141,-106.241391,31.766403,"800,647","1,014.960"
TX Erath County,48143,-98.222377,32.238136,"37,890","1,089.807"
TX Falls County,48145,-96.934128,31.25193,"17,866",773.841
TX Fannin County,48147,-96.104988,33.591161,"33,915",898.884
TX Fayette County,48149,-96.921231,29.877886,"24,554",959.808
TX Fisher County,48151,-100.40312,32.740473,"3,974",901.753
TX Floyd County,48153,-101.303274,34.073731,"6,446",992.523
TX Foard County,48155,-99.777427,33.980404,"1,336",707.685
TX Fort Bend County,48157,-95.771015,29.526602,"585,375",885.341
TX Franklin County,48159,-95.219066,33.175846,"10,605",294.768
TX Freestone County,48161,-96.144237,31.701654,"19,816",891.992
TX Frio County,48163,-99.108788,28.869334,"17,217","1,134.347"
TX Gaines County,48165,-102.631562,32.743942,"17,526","1,502.863"
TX Galveston County,48167,-94.894865,29.228706,"291,309",873.808
TX Garza County,48169,-101.301134,33.183792,"6,461",896.199
TX Gillespie County,48171,-98.942106,30.32639,"24,837","1,061.681"
TX Glasscock County,48173,-101.528971,31.868591,"1,226",901.085
TX Goliad County,48175,-97.430415,28.6607,"7,210",859.369
TX Gonzales County,48177,-97.477738,29.468704,"19,807","1,069.854"
TX Gray County,48179,-100.812374,35.402542,"22,535",929.333
TX Grayson County,48181,-96.675699,33.624508,"120,877",979.177
TX Gregg County,48183,-94.816276,32.486397,"121,730",275.764
TX Grimes County,48185,-95.988082,30.543231,"26,604",801.603
TX Guadalupe County,48187,-97.949027,29.583208,"131,533",714.815
TX Hale County,48189,-101.822888,34.068436,"36,273","1,004.778"
TX Hall County,48191,-100.576343,34.453189,"3,353",904.097
TX Hamilton County,48193,-98.111794,31.706982,"8,517",836.392
TX Hansford County,48195,-101.35693,36.272847,"5,613",920.408
TX Hardeman County,48197,-99.745697,34.289904,"4,139",696.870
TX Hardin County,48199,-94.393149,30.329612,"54,635",897.552
TX Harris County,48201,-95.393037,29.857273,"4,092,459","1,777.483"
TX Harrison County,48203,-94.374425,32.547993,"65,631",915.754
TX Hartley County,48205,-102.610047,35.840244,"6,062","1,463.201"
TX Haskell County,48207,-99.730773,33.175965,"5,899",910.263
TX Hays County,48209,-98.029267,30.061225,"157,107",679.923
TX Hemphill County,48211,-100.284807,35.816237,"3,807",912.157
TX Henderson County,48213,-95.853418,32.211633,"78,532",948.331
TX Hidalgo County,48215,-98.18099,26.396384,"774,769","1,582.908"
TX Hill County,48217,-97.129886,31.98224,"35,089",985.720
TX Hockley County,48219,-102.343398,33.605932,"22,935",908.564
TX Hood County,48221,-97.831677,32.430149,"51,182",436.828
TX Hopkins County,48223,-95.565194,33.148959,"35,161",792.772
TX Houston County,48225,-95.4216,31.323036,"23,732","1,236.575"
TX Howard County,48227,-101.43853,32.303583,"35,012",904.205
TX Hudspeth County,48229,-105.377549,31.450868,"3,476","4,571.829"
TX Hunt County,48231,-96.083807,33.123438,"86,129",882.023
TX Hutchinson County,48233,-101.362746,35.837047,"22,150",894.952
TX Irion County,48235,-100.981304,31.303424,"1,599","1,051.631"
TX Jack County,48237,-98.171902,33.232277,"9,044",920.126
TX Jackson County,48239,-96.58908,28.959802,"14,075",856.872
TX Jasper County,48241,-94.022294,30.752932,"35,710",969.697
TX Jeff Davis County,48243,-104.18786,30.617087,"2,342","2,264.635"
TX Jefferson County,48245,-94.149331,29.854,"252,273","1,112.649"
TX Jim Hogg County,48247,-98.700127,27.041212,"5,300","1,136.174"
TX Jim Wells County,48249,-98.090814,27.733516,"40,838",868.340
TX Johnson County,48251,-97.364823,32.379511,"150,934",734.464
TX Jones County,48253,-99.87443,32.743709,"20,202",937.137
TX Karnes County,48255,-97.860767,28.907618,"14,824",753.548
TX Kaufman County,48257,-96.288378,32.598944,"103,350",807.660
TX Kendall County,48259,-98.711094,29.944524,"33,410",663.031
TX Kenedy County,48261,-97.591233,26.890232,416,"1,945.797"
TX Kent County,48263,-100.76972,33.18478,808,902.918
TX Kerr County,48265,-99.351968,30.053928,"49,625","1,107.276"
TX Kimble County,48267,-99.746396,30.479472,"4,607","1,251.178"
TX King County,48269,-100.250548,33.614159,286,913.342
TX Kinney County,48271,-100.4177,29.347087,"3,598","1,365.123"
TX Kleberg County,48273,-97.66062,27.438735,"32,061","1,090.205"
TX Knox County,48275,-99.747112,33.616657,"3,719",855.477
TX Lamar County,48277,-95.570348,33.667263,"49,793",933.103
TX Lamb County,48279,-102.348018,34.068862,"13,977","1,017.715"
TX Lampasas County,48281,-98.240889,31.196731,"19,677",713.934
TX La Salle County,48283,-99.096774,28.351098,"6,886","1,494.235"
TX Lavaca County,48285,-96.923633,29.382578,"19,263",970.436
TX Lee County,48287,-96.976365,30.321105,"16,612",634.100
TX Leon County,48289,-95.995622,31.300493,"16,801","1,080.619"
TX Liberty County,48291,-94.822682,30.162189,"75,643","1,176.337"
TX Limestone County,48293,-96.593623,31.547543,"23,384",933.164
TX Lipscomb County,48295,-100.272683,36.2802,"3,302",932.294
TX Live Oak County,48297,-98.126961,28.351535,"11,531","1,078.879"
TX Llano County,48299,-98.68469,30.707585,"19,301",965.856
TX Loving County,48301,-103.561229,31.844936,82,676.706
TX Lubbock County,48303,-101.819944,33.611469,"278,831",900.700
TX Lynn County,48305,-101.818493,33.178412,"5,915",893.477
TX Mcculloch County,48307,-99.359856,31.205477,"8,283","1,073.430"
TX Mclennan County,48309,-97.201472,31.549493,"234,906","1,060.231"
TX Mcmullen County,48311,-98.578853,28.384922,707,"1,156.785"
TX Madison County,48313,-95.930372,30.966878,"13,664",472.433
TX Marion County,48315,-94.357673,32.797757,"10,546",420.322
TX Martin County,48317,-101.961836,32.30983,"4,799",915.690
TX Mason County,48319,-99.237608,30.703232,"4,012",932.214
TX Matagorda County,48321,-95.997755,28.783341,"36,702","1,612.510"
TX Maverick County,48323,-100.311368,28.745217,"54,258","1,291.778"
TX Medina County,48325,-99.111085,29.353661,"46,006","1,334.533"
TX Menard County,48327,-99.854936,30.883707,"2,242",902.267
TX Midland County,48329,-102.024326,31.870896,"136,872",902.050
TX Milam County,48331,-96.984395,30.791242,"24,757","1,021.771"
TX Mills County,48333,-98.594623,31.494889,"4,936",749.768
TX Mitchell County,48335,-100.92458,32.303781,"9,403",915.912
TX Montague County,48337,-97.724747,33.676289,"19,719",938.276
TX Montgomery County,48339,-95.503523,30.302364,"455,746","1,076.879"
TX Moore County,48341,-101.890502,35.835676,"21,904",909.621
TX Morris County,48343,-94.731265,33.116466,"12,934",258.701
TX Motley County,48345,-100.793696,34.058383,"1,210",989.810
TX Nacogdoches County,48347,-94.62025,31.62056,"64,524",981.188
TX Navarro County,48349,-96.476908,32.04845,"47,735","1,085.936"
TX Newton County,48351,-93.73925,30.786718,"14,445",939.728
TX Nolan County,48353,-100.418108,32.312338,"15,216",913.948
TX Nueces County,48355,-97.521643,27.739406,"340,223","1,165.598"
TX Ochiltree County,48357,-100.815864,36.278744,"10,223",918.141
TX Oldham County,48359,-102.59762,35.401921,"2,052","1,501.436"
TX Orange County,48361,-93.893358,30.120918,"81,837",379.530
TX Palo Pinto County,48363,-98.317974,32.75221,"28,111",985.509
TX Panola County,48365,-94.305156,32.163978,"23,796",821.303
TX Parker County,48367,-97.805905,32.777096,"116,927",910.094
TX Parmer County,48369,-102.784853,34.532163,"10,269",885.158
TX Pecos County,48371,-102.71986,30.770894,"15,507","4,764.825"
TX Polk County,48373,-94.837338,30.784553,"45,413","1,109.660"
TX Potter County,48375,-101.893804,35.398675,"121,073",921.990
TX Presidio County,48377,-104.261619,30.005891,"7,818","3,855.922"
TX Rains County,48379,-95.79544,32.87058,"10,914",258.828
TX Randall County,48381,-101.895547,34.962529,"120,725",922.429
TX Reagan County,48383,-101.513901,31.372895,"3,367","1,175.993"
TX Real County,48385,-99.805303,29.82303,"3,309",700.101
TX Red River County,48387,-95.048429,33.619626,"12,860","1,056.736"
TX Reeves County,48389,-103.712706,31.308366,"13,783","2,642.092"
TX Refugio County,48391,-97.160479,28.312496,"7,383",818.243
TX Roberts County,48393,-100.807555,35.836216,929,924.192
TX Robertson County,48395,-96.514941,31.025481,"16,622",865.353
TX Rockwall County,48397,-96.407501,32.889216,"78,337",148.717
TX Runnels County,48399,-99.967856,31.833311,"10,501","1,057.096"
TX Rusk County,48401,-94.756382,32.109423,"53,330",938.407
TX Sabine County,48403,-93.851913,31.3433,"10,834",576.650
TX San Augustine County,48405,-94.16318,31.382449,"8,865",592.297
TX San Jacinto County,48407,-95.162852,30.574218,"26,384",627.911
TX San Patricio County,48409,-97.517165,28.011782,"64,804",707.945
TX San Saba County,48411,-98.819292,31.155138,"6,131","1,138.414"
TX Schleicher County,48413,-100.527216,30.896233,"3,461","1,310.664"
TX Scurry County,48415,-100.913399,32.744462,"16,921",907.544
TX Shackelford County,48417,-99.347045,32.743788,"3,378",915.548
TX Shelby County,48419,-94.142565,31.790137,"25,448",834.617
TX Sherman County,48421,-101.894716,36.277628,"3,034",923.201
TX Smith County,48423,-95.26963,32.377093,"209,714",949.721
TX Somervell County,48425,-97.769211,32.217942,"8,490",191.954
TX Starr County,48427,-98.715803,26.546335,"60,968","1,229.087"
TX Stephens County,48429,-98.840081,32.731531,"9,630",921.481
TX Sterling County,48431,-101.054911,31.835774,"1,143",923.516
TX Stonewall County,48433,-100.253807,33.17958,"1,490",920.243
TX Sutton County,48435,-100.505395,30.517865,"4,128","1,454.419"
TX Swisher County,48437,-101.732852,34.53046,"7,854",900.691
TX Tarrant County,48439,-97.291291,32.77204,"1,809,034",902.304
TX Taylor County,48441,-99.89322,32.295684,"131,506",919.305
TX Terrell County,48443,-102.072539,30.232332,984,"2,358.067"
TX Terry County,48445,-102.339284,33.171229,"12,651",890.941
TX Throckmorton County,48447,-99.206137,33.170712,"1,641",915.481
TX Titus County,48449,-94.966783,33.214599,"32,334",425.643
TX Tom Green County,48451,-100.461355,31.401583,"110,224","1,540.545"
TX Travis County,48453,-97.69127,30.239513,"1,024,266","1,023.008"
TX Trinity County,48455,-95.153291,31.087483,"14,585",713.968
TX Tyler County,48457,-94.379449,30.769579,"21,766",935.623
TX Upshur County,48459,-94.941649,32.735878,"39,309",592.599
TX Upton County,48461,-102.042013,31.353849,"3,355","1,241.503"
TX Uvalde County,48463,-99.761074,29.35034,"26,405","1,558.634"
TX Val Verde County,48465,-101.146646,29.884961,"48,879","3,232.670"
TX Van Zandt County,48467,-95.836391,32.558948,"52,579",859.610
TX Victoria County,48469,-96.971198,28.79637,"86,793",888.836
TX Walker County,48471,-95.569888,30.74309,"67,861",801.504
TX Waller County,48473,-95.982102,30.013578,"43,205",517.818
TX Ward County,48475,-103.105113,31.513069,"10,658",835.843
TX Washington County,48477,-96.410272,30.215075,"33,718",621.751
TX Webb County,48479,-99.326641,27.770584,"250,304","3,375.589"
TX Wharton County,48481,-96.229675,29.278481,"41,280","1,094.370"
TX Wheeler County,48483,-100.253107,35.392593,"5,410",915.481
TX Wichita County,48485,-98.716851,33.991103,"131,500",633.116
TX Wilbarger County,48487,-99.24244,34.08492,"13,535",977.893
TX Willacy County,48489,-97.584224,26.481092,"22,134",784.268
TX Williamson County,48491,-97.605069,30.64903,"422,679","1,134.439"
TX Wilson County,48493,-98.085899,29.174303,"42,918",808.411
TX Winkler County,48495,-103.055986,31.831416,"7,110",841.267
TX Wise County,48497,-97.653997,33.219095,"59,127",922.584
TX Wood County,48499,-95.382166,32.783588,"41,964",695.718
TX Yoakum County,48501,-102.823771,33.172397,"7,879",799.721
TX Young County,48503,-98.678267,33.158787,"18,550",930.859
TX Zapata County,48505,-99.182603,26.996981,"14,018","1,058.015"
TX Zavala County,48507,-99.75983,28.864652,"11,677","1,301.734"
UT Beaver County,49001,-113.238948,38.357535,"6,629","2,591.938"
UT Box Elder County,49003,-113.052922,41.476021,"49,975","6,729.317"
UT Cache County,49005,-111.744581,41.734225,"112,656","1,173.023"
UT Carbon County,49007,-110.590357,39.67005,"21,403","1,484.583"
UT Daggett County,49009,-109.505786,40.890099,"1,059",720.709
UT Davis County,49011,-112.202123,41.037045,"306,479",633.962
UT Duchesne County,49013,-110.42983,40.289649,"18,607","3,255.921"
UT Emery County,49015,-110.721111,39.009028,"10,976","4,471.809"
UT Garfield County,49017,-111.450886,37.831622,"5,172","5,208.247"
UT Grand County,49019,-109.57345,38.974326,"9,225","3,683.682"
UT Iron County,49021,-113.290059,37.882727,"46,163","3,301.080"
UT Juab County,49023,-112.794262,39.710827,"10,246","3,406.399"
UT Kane County,49025,-111.815413,37.275118,"7,125","4,108.518"
UT Millard County,49027,-113.525014,39.09454,"12,503","6,827.892"
UT Morgan County,49029,-111.577885,41.091027,"9,469",610.905
UT Piute County,49031,-112.129376,38.335881,"1,556",765.717
UT Rich County,49033,-111.240227,41.627598,"2,264","1,086.357"
UT Salt Lake County,49035,-111.924244,40.667882,"1,029,655",807.367
UT San Juan County,49037,-109.78932,37.623064,"14,746","7,933.153"
UT Sanpete County,49039,-111.570451,39.380588,"27,822","1,602.537"
UT Sevier County,49041,-111.81193,38.746825,"20,802","1,918.399"
UT Summit County,49043,-110.968486,40.87206,"36,324","1,881.971"
UT Tooele County,49045,-113.124015,40.467692,"58,218","7,286.080"
UT Uintah County,49047,-109.517748,40.125887,"32,588","4,501.387"
UT Utah County,49049,-111.668667,40.120409,"516,564","2,144.114"
UT Wasatch County,49051,-111.161568,40.334884,"23,530","1,205.985"
UT Washington County,49053,-113.4878,37.262531,"138,115","2,429.952"
UT Wayne County,49055,-110.990323,38.261229,"2,778","2,466.489"
UT Weber County,49057,-111.875879,41.270355,"231,236",659.386
